"","SSA_00113","SSA_00108","SSA_00173","SSA_00156","SSA_00204","SSA_00005","SSA_00079","SSA_00238","SSA_00151","SSA_00139","SSA_00003","SSA_00241","SSA_00240","SSA_00179","SSA_00227","SSA_00067","SSA_00299","SSA_00119","SSA_00359","SSA_00001","SSA_00013","SSA_00121"
"Km2_HCO3",0.0547902644504186,0.0548539391293609,0.0546755149850656,0.0549053362956773,0.0547700019442049,0.0550896925226051,0.0546891991272408,0.054731035876479,0.0549443426846774,0.0547945594063651,0.055207605549324,0.0547455175809775,0.0547888025725995,0.0548332049086538,0.0549579324789161,0.0547755862573918,0.0548814395982914,0.0548161605060803,0.0548802095839278,0.0548070370635553,0.0549231461758463,0.0549461253276091
"Km6_CO2",0.0219532784338945,0.0219534137814938,0.0219537389339934,0.0219530760809409,0.0219534359718123,0.0219529549903082,0.0219534614615705,0.0219531655872393,0.0219535814131216,0.0219537016467979,0.0219535231388897,0.021953272003755,0.0219532184508911,0.0219538896859692,0.0219533906961348,0.0219536842296187,0.0219531787247387,0.021953712943039,0.0219534716155747,0.0219536028676512,0.0219534679860333,0.0219534190633614
"Km6_O2",0.283366009421134,0.283369907209738,0.283368757838323,0.283368280801682,0.283364528503041,0.283361215186268,0.283369520024582,0.283364415264363,0.283367923629742,0.283370877490484,0.283372535419447,0.283367726027275,0.283369989045083,0.283368793685056,0.283368073736999,0.28336882559759,0.28336644490564,0.283368755147551,0.283369471207406,0.283375881764316,0.283368827569381,0.283362698706073
"Km7_PGA",2.56803664813782,2.56803924770674,2.56802049825465,2.56797853583997,2.56807154942599,2.56797256221602,2.56803415636295,2.56800764043615,2.56802055748399,2.5679859242157,2.56797837103134,2.56798750059202,2.5679749470128,2.56805075151496,2.56804842261923,2.5680233222565,2.56801719296135,2.56802634422578,2.56802029338974,2.56809919341524,2.56800743458489,2.56800441640604
"Km18_Ru5P",0.0436467000652926,0.0346547253114554,0.0439329478517064,0.0563544065510824,0.0454176431323684,0.0575804470376232,0.0442069802419552,0.0470357470704461,0.0328061733837338,0.0284400125499367,0.0455304793737259,0.048389621750588,0.0497166861192708,0.0380526681819522,0.0454308474867259,0.0363035743781178,0.0543431706996234,0.0295764484148553,0.0383997741965819,0.0239275474687885,0.0424816472942854,0.0411191850270069
"Ki57",0.191702596191929,0.22501394054863,0.20405824285452,0.223754991548775,0.219471938304124,0.215577476072744,0.216267978991671,0.224267474483744,0.224278714589971,0.210689458323119,0.227158371827629,0.216774112411954,0.207800277712029,0.209636773438798,0.209204154986126,0.219546760693899,0.224943182067207,0.225804198647248,0.226175814535096,0.216930426245071,0.223714650235621,0.215049028906889
"Vm6y22",0.045896083312932,0.0583515171857548,0.0486574785660725,0.0491488989391525,0.0515732945188986,0.125258279496403,0.0637792550296961,0.0437719913824303,0.066889292094669,0.045926534332604,0.0604832490234916,0.051214687343834,0.0427801389166995,0.062338049108975,0.0579699526547623,0.0520269867937035,0.0509269862181624,0.0338878822511807,0.0582779727952698,0.0695217729851078,0.0637110299896737,0.0739755087901126
"KaRac",13.7037258746164,13.506175139485,11.987124489694,13.6447068457944,14.3551919970438,14.918722515288,15.0855424701938,14.7298780626659,13.2968016350128,14.6630810539183,10.909379219876,12.636955999338,14.1805194263422,12.5259301470287,11.7947290480266,13.091206050622,13.5336387420313,12.1388934522317,11.8178781338848,11.4242281329899,13.0328621018256,14.7890816484915
"tao_ActRubisco",269.100474478761,258.868648529314,341.75068936722,299.043693633844,255.273193381489,282.414758647168,240.966333661312,261.366570496982,283.1942951227,231.41295428627,273.416378165513,275.824512101276,277.856417963847,263.051144610259,287.256558943658,262.044457278498,232.047510040629,259.38373648822,260.972215153269,263.978076485102,288.331240457148,319.252200630438
"BBslope",2.89868646329997,2.89867702114385,2.89867304538602,2.89868673209969,2.89866217413664,2.89867887953639,2.8986741103252,2.89865827450217,2.89868548014127,2.89868176222669,2.89868097470557,2.89867022319841,2.89867891060381,2.89867607047024,2.89868346945885,2.89867965529052,2.89867283220009,2.89867315226,2.89867076210391,2.89868803511467,2.89867490094939,2.8986906921616
"Vm6y23",0.0579392068611294,0.0579389291783113,0.0579398404221126,0.0579402546549689,0.057939082406846,0.0579410684511304,0.0579398496305307,0.0579396000089234,0.0579390908497248,0.0579378874191437,0.0579398445944563,0.0579394950671157,0.057939267077133,0.0579392549043967,0.057938474723065,0.0579394162006617,0.0579404116638013,0.0579386435183122,0.0579397210470457,0.0579388535886143,0.0579394184696619,0.0579393292654043
